date,plate.SN,well,treatment,dose,units,meanfiringrate_AUC,burst.per.min_AUC,mean.isis_AUC,per.spikes.in.burst_AUC,mean.dur_AUC,mean.IBIs_AUC,nAE_AUC,nABE_AUC,ns.n_AUC,ns.peak.m_AUC,ns.durn.m_AUC,ns.percent.of.spikes.in.ns_AUC,ns.mean.insis_AUC,ns.durn.sd_AUC,ns.mean.spikes.in.ns_AUC,r_AUC,mi_AUC,cv.time_AUC,cv.network_AUC
20150128,MW1008-42,C7,1-2-PropyleneGlycol,10,uM,8.148,24.888,0.267,608.666,2.409,260.152,96,87,715.5,72.385,1.114,136.978,70.442,0.548,213.937,1.623,0.057,6.199,19.594
20140910,MW1008-39,A7,5-Fluorouracil,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140910,MW1008-40,A7,5-Fluorouracil,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140910,MW1008-68,A7,5-Fluorouracil,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-25,A7,Acetaminophen,10,uM,12.719,29.872,0.369,568.763,4.335,218.866,118.5,111,830.5,105.171,1.533,126.819,293.747,0.649,374.485,2.088,0.087,3.162,18.905
20141112,MW 1041-28,A7,Acetaminophen,10,uM,10.736,23.637,0.284,552.41,3.878,267.883,112,110.5,637.5,114.236,1.47,155.343,245.807,0.603,408.336,2.288,0.073,4.267,16.305
20140827,MW1007-100,A7,Acetaminophen,10,uM,6.984,18.134,0.263,319.263,2.434,168.528,89,75,1032,57.871,0.807,139.936,222.987,0.275,132.322,1.149,0.039,7.038,10.102
20140827,MW1007-91,A7,Acetaminophen,10,uM,10.037,17.365,0.601,327.657,4.61,290.263,61,45,269.5,36.432,0.802,46.352,80.096,0.296,92.609,0.536,0.017,7.703,9.441
20140827,MW1007-98,A7,Acetaminophen,10,uM,6.364,17.208,0.292,342.448,2.892,176.099,97.5,73,737,59.063,0.813,111.491,98.734,0.309,120.011,1.057,0.028,6.223,9.355
20141112,MW1041-17,A7,Acetaminophen,10,uM,10.733,26.242,0.291,587.87,3.609,271.872,116,106,847,100.736,1.442,150.35,210.993,0.51,378.633,2.09,0.067,3.886,14.483
20141203,MW1042-42,A7,Acetaminophen,10,uM,7.188,19.99,0.297,674.807,3.98,305.31,108,98.5,466,102.679,1.597,151.073,283.268,0.474,372.707,2.071,0.052,5.125,22.992
20141203,MW1042-43,A7,Acetaminophen,10,uM,10.781,27.459,0.231,575.545,2.759,329.608,104.5,98,672.5,103.357,1.323,167.585,310.365,0.389,397.166,2.311,0.079,4.857,14.099
20141203,MW1042-44,A7,Acetaminophen,10,uM,9.649,25.964,0.254,607.355,3.278,298.696,126,114,573,110.286,1.629,155.201,267.147,0.68,393.495,2.519,0.087,3.625,18.027
20150819,MW1044-6,B1,Acetaminophen,10,uM,20.93,39.839,0.26,581.774,5.022,197.616,133.5,126,1031.5,114.66,1.599,141.386,190.848,0.926,576.405,2.724,0.163,3.162,19.494
20150819,MW1044-7,B2,Acetaminophen,10,uM,13.897,33.025,0.232,589.444,3.381,260.786,133.5,133.5,717,116.95,1.701,138.667,265.583,0.542,588.57,2.792,0.106,2.413,18.74
20150819,MW1044-2,B8,Acetaminophen,10,uM,12.054,30.848,0.245,590.887,3.4,239.891,123.5,121,1000.5,122.052,1.429,188.482,215.27,0.499,465.064,2.814,0.097,2.769,22.599
20150805,MW1040-11,C1,Acetaminophen,10,uM,898.075,32.942,0.217,597.992,3.499,312.142,133.5,128.5,756,121.754,1.672,146.423,340.591,0.697,643.08,3.063,0.138,2.971,22.559
20150805,MW1040-12,C2,Acetaminophen,10,uM,659.713,23.935,0.279,562.466,3.912,263.029,116.5,108,799,106.84,1.441,153.654,267.065,0.612,395.901,2.158,0.077,3.725,20.419
20150128,MW1008-37,A7,Acetamiprid,10,uM,20.158,43.198,0.26,631.633,4.717,154.117,131,131,1181,112.078,2.061,125.375,156.341,0.845,472.984,2.404,0.128,2.63,16.617
20150128,MW1008-41,A7,Acetamiprid,10,uM,20.722,55.142,0.143,532.691,2.55,47,103.5,96,831,92.269,1.818,122.994,49.757,0.516,412.052,2.487,0.174,2.252,17.136
20150128,MW1008-42,A7,Acetamiprid,10,uM,15.089,34.527,0.185,437.001,2.486,95.056,90.5,75.5,1104,69.739,1.085,166.562,44.513,0.453,330.653,1.692,0.121,4.434,10.436
20150401,MW1053-26,A7,Acrylamide,10,uM,9.408,18.894,0.447,463.788,4.213,299.697,96,74,623,61.09,0.965,98.266,141.894,0.541,225.688,1.283,0.054,5.612,20.236
20150401,MW1053-31,A7,Acrylamide,10,uM,8.75,21.72,0.544,396.264,4.109,275.79,87,72.5,756,61.166,0.763,132.496,175.618,0.375,152.606,1.204,0.029,5.462,20.844
20150401,MW1053-33,A7,Acrylamide,10,uM,11.108,23.716,0.342,565.683,3.833,296.195,113.5,92.5,766.5,75.748,1.049,118.306,110.254,0.596,273.813,1.665,0.064,3.469,22.477
20150128,MW1007-109,A7,Aldicarb,10,uM,13.905,28.265,0.233,624.59,3.709,210.393,123.5,116.5,511,108.651,1.841,142.685,184.214,0.603,582.409,2.482,0.104,2.991,19.946
20150128,MW1008-1,A7,Aldicarb,10,uM,9.716,29.236,0.269,666.758,3.044,164.008,122,112.5,394.5,111.26,2.096,141.259,208.137,0.486,496.184,2.573,0.075,2.322,10.314
20150128,MW1008-40,A7,Aldicarb,10,uM,15.413,31.001,0.129,496.336,2.835,71.546,105.5,86,496,84.219,1.635,102.969,69.05,0.463,409.559,2.316,0.11,4.821,17.025
20150819,MW1044-6,C1,Aminonicotinamide,10,uM,2.718,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.009,0,4.543,6.808
20150819,MW1044-7,C2,Aminonicotinamide,10,uM,6.873,10.15,0.34,110.625,2.198,9.978,27,2.5,0,0,0,0,0,0,0,0.001,0,8.296,14.015
20150819,MW1044-2,C8,Aminonicotinamide,10,uM,1.987,0.15,0,0,0,0,9,0,0,0,0,0,0,0,0,-0.003,0,9.263,17.444
20140924,MW1007-70,A7,Amoxacillin,10,uM,8.682,18.4,0.332,520.066,3.349,290.722,108.5,98.5,361.5,84.599,1.248,105.945,183.407,0.431,417.022,2.405,0.076,4.945,6.987
20140924,MW1007-81,A7,Amoxacillin,10,uM,8.754,17.251,0.354,495.682,3.546,275.053,102,92.5,322.5,75.344,1.311,96.925,126.884,0.512,324.01,1.822,0.055,4.314,12.453
20140924,MW1007-84,A7,Amoxacillin,10,uM,9.99,18.114,0.424,453.745,5.56,249.836,107,92.5,243,78.623,1.234,66.97,152.262,0.457,337.719,1.354,0.041,4.892,9.385
20150819,MW1044-6,A1,Amphetamine,10,uM,23.301,47.632,0.246,589.841,4.342,209.214,136,126,1101,124.582,1.658,178.286,201.575,0.947,681.592,3.039,0.212,2.233,20.206
20150819,MW1044-7,A2,Amphetamine,10,uM,25.845,56.922,0.259,634.539,4.286,153.398,131,131,966,130,2.073,148.929,190.323,0.661,715.611,3.06,0.209,2.464,17.547
20150819,MW1044-2,A8,Amphetamine,10,uM,12.908,28.834,0.278,552.911,3.618,244.971,123.5,116,1143,115.195,1.226,185.902,209.044,0.591,438.23,2.763,0.101,3.152,22.493
20141203,MW1042-42,B8,Bis1,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141203,MW1042-43,B8,Bis1,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141203,MW1042-44,B8,Bis1,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-25,B7,Bisphenol A,10,uM,4.718,13.98,0.313,592.833,4.227,287.614,105.5,86,286.5,89.888,1.142,131.301,798.599,0.426,294.374,1.794,0.03,4.544,18.084
20141112,MW 1041-28,B7,Bisphenol A,10,uM,5.212,14.875,0.312,638.586,2.859,336.521,94.5,80.5,589,66.463,0.805,144.92,113.682,0.343,173.277,1.576,0.036,6.129,17.621
20140827,MW1007-100,B7,Bisphenol A,10,uM,4.413,9.405,0.396,341.611,3.17,280.955,51.5,39,141,39.468,0.544,59.392,147.373,0.097,115.993,0.568,0.01,4.647,6.374
20140827,MW1007-91,B7,Bisphenol A,10,uM,2.813,9.105,0.198,358.812,1.64,268.843,74,69.5,206.5,65.849,0.848,111.955,243.887,0.245,187.137,1.094,0.015,3.292,9.328
20140827,MW1007-98,B7,Bisphenol A,10,uM,3.62,10.654,0.226,309.992,1.736,233.438,87.5,66.5,402.5,63.513,0.701,116.737,204.089,0.225,143.609,1.107,0.018,8.15,12.763
20141112,MW1041-17,B7,Bisphenol A,10,uM,5.061,15.778,0.409,519.42,3.253,462.906,98.5,86,204,93.728,1.365,83.888,177.886,0.28,277.557,1.385,0.017,5.833,15.011
20141029,MW1036-8,A7,Cadmium,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,B7,Cadmium,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,C7,Cadmium,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151014,MW1076-43,A1,Caffeine,10,uM,10.767,16.119,0.502,194.809,4.058,235.548,77,51.5,425.5,66.174,0.797,48.317,307.981,0.193,230.874,0.455,0.019,3.287,15.215
20151014,MW1076-44,A2,Caffeine,10,uM,10.36,20.669,0.244,351.419,3.145,151.748,81,63.5,642,77.58,0.8,63.38,662.607,0.305,284.208,0.777,0.04,5.683,17.689
20151014,MW1076-42,A8,Caffeine,10,uM,23.431,37.999,0.477,376.632,26.534,120.227,74,64.5,891.5,59.61,0.896,53.975,324.03,0.339,185.892,0.654,0.033,7.773,16.092
20151014,MW1076-43,B1,Captopril,10,uM,26.806,45.005,0.929,369.844,19.925,193.324,88.5,80.5,826,73.3,0.928,56.024,335.927,0.535,217.79,0.883,0.063,7.025,24.735
20151014,MW1076-44,B2,Captopril,10,uM,9.777,18.546,0.15,245.577,2.116,106.929,82.5,59,625.5,59.883,0.757,68.03,376.029,0.383,161.78,0.953,0.041,5.663,17.277
20151014,MW1076-42,B8,Captopril,10,uM,14.586,18.908,0.427,389.708,17.542,119.385,45,32.5,712,29.779,0.619,75.018,41.506,0.246,117.849,0.582,0.032,3.525,11.76
20160601,MW1062-43,C1,Carbamazepine,10,uM,413.203,15.475,0.176,450.459,2.963,201.043,77,75,306.5,80.2,1.254,129.277,172.174,0.377,364.783,2.104,0.061,3.458,15.485
20160601,MW1062-44,C2,Carbamazepine,10,uM,369.921,15.282,0.16,486.987,3.271,204.84,92,88,306.5,87.275,1.299,111.191,195.28,0.395,419.308,2.096,0.059,3.234,12.144
20160601,MW1062-29,C8,Carbamazepine,10,uM,462.5,16.576,0.13,358.397,1.575,179.698,78,70.5,447,72.166,1.054,127.511,117.951,0.352,317.529,1.737,0.052,3.14,13.543
20150128,MW1007-109,B7,Carbaryl,10,uM,0.188,1.26,0.103,135.398,0.704,102.44,1.5,1.5,0,0,0,0,0,0,0,0,0,0.423,1.19
20150128,MW1008-1,B7,Carbaryl,10,uM,6.565,12.943,0.301,506.422,3.968,407.143,100,89,179.5,86.584,1.685,87.942,262.595,0.252,448.537,1.584,0.035,5.142,17.584
20150128,MW1008-40,B7,Carbaryl,10,uM,13.831,19.59,0.184,399.331,4.021,165.805,84.5,79.5,210,82.22,1.843,62.386,173.326,0.258,438.499,1.385,0.061,7.336,19.868
20150401,MW1053-26,B7,Chloramben,10,uM,10.096,24.538,0.698,441.265,4.893,322.457,103.5,81.5,544.5,72.827,1.144,100.997,160.001,0.587,267.277,1.533,0.055,5.655,16.201
20150401,MW1053-31,B7,Chloramben,10,uM,4.757,12.56,0.213,339.649,2.01,228.631,61.5,52.5,243,52.34,1.113,94.869,180.355,0.33,149.847,0.86,0.019,6.699,18.851
20150401,MW1053-33,B7,Chloramben,10,uM,10.764,25.823,0.498,469.419,4.527,228.674,119,94.5,600,76.049,1.171,102.414,112.81,0.642,257.39,1.62,0.059,3.475,17.634
20150909,MW1047-29,F1,Chloramben,10,uM,6.423,10.071,0.328,237.17,2.443,270.546,65,46,407,46.778,0.619,113.285,576.195,0.186,121.476,0.782,0.024,3.474,9.961
20150909,MW1047-30,F2,Chloramben,10,uM,18.904,37.393,0.245,404.099,3.904,76.688,113.5,94,1166.5,82.672,0.867,159.971,37.502,0.6,359.856,2.17,0.125,4.153,19.589
20150909,MW1047-22,F8,Chloramben,10,uM,2.293,4.574,0.133,134.721,1.097,116.097,18,7,62.5,23,0.337,24.308,33.529,0.031,56.713,0.31,0.005,5.088,8.977
20150819,MW1044-6,E1,Chlordiazepoxide,10,uM,19.354,37.313,0.386,467.935,5.345,191.509,119.5,111,1693.5,102.132,1.115,235.156,185.962,0.654,434.486,2.34,0.143,4.622,24.916
20150819,MW1044-7,E2,Chlordiazepoxide,10,uM,10.848,23.934,0.28,592.712,4.558,255.637,133.5,131,737,112.007,1.429,163.952,235.358,0.613,435.855,2.439,0.082,6.432,24.3
20150819,MW1044-2,E8,Chlordiazepoxide,10,uM,7.157,17.538,0.284,499.498,3.479,354.108,118.5,107.5,698,114.426,1.05,263.837,282.827,0.333,416.595,2.885,0.082,4.989,22.051
20160601,MW1062-43,B1,Chlorpromazine,10,uM,48.2,1.89,0.049,114.374,0.31,28.942,10,3,36,12.75,0.122,30.865,41.997,0.02,19.188,0.195,0.001,4.985,6.748
20160601,MW1062-44,B2,Chlorpromazine,10,uM,37.88,1.769,0.087,306.601,0.505,147.495,24,4,63,19.321,0.1,67.675,31.451,0.023,37.286,0.614,0.003,4.09,12.407
20160601,MW1062-29,B8,Chlorpromazine,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140924,MW1007-70,B7,Chlorpyrifos,10,uM,7.808,11.073,0.595,388.664,4.59,419.802,86.5,81.5,172,78.566,1.128,80.955,262.806,0.33,311.395,1.285,0.021,5.134,8.062
20140924,MW1007-81,B7,Chlorpyrifos,10,uM,7.005,11.07,0.26,379.917,3.459,205.297,93.5,74,175,72.857,1.227,67.146,255.983,0.234,243.333,1.075,0.022,6.221,13.025
20140924,MW1007-84,B7,Chlorpyrifos,10,uM,6.518,12.858,0.448,460.292,5.225,336.738,91.5,75,235.5,68.518,1.051,74.763,200.245,0.357,244.937,0.939,0.019,5.795,9.228
20140924,MW1007-70,C7,Chlorpyrifos oxon,10,uM,5.594,12.843,0.599,351.952,3.937,298.098,57,41,129.5,39.776,0.448,77.468,123.284,0.123,109.683,0.549,0.009,7.387,15.132
20140924,MW1007-81,C7,Chlorpyrifos oxon,10,uM,6.124,13.056,0.685,320.042,3.866,292.785,81,51,162.5,63.752,0.69,45.104,123.441,0.108,145.743,0.532,0.003,4.861,14.744
20140924,MW1007-84,C7,Chlorpyrifos oxon,10,uM,8.963,21.7,0.761,340.519,6.689,338.141,62,39.5,93.5,39.201,0.554,38.348,181.785,0.148,116.643,0.289,0.003,8.684,13.217
20141112,MW 1041-25,C7,Cocaine,10,uM,9.958,26.906,0.281,606.241,3.35,270.644,121,116.5,590.5,109.429,1.523,134.53,295.892,0.573,430.191,2.378,0.077,4.25,16.509
20141112,MW 1041-28,C7,Cocaine,10,uM,10.291,25.259,0.263,582.887,3.496,284.809,118.5,106.5,557,109.885,1.424,132.759,275.389,0.563,431.315,2.398,0.077,4.41,10.842
20141112,MW1041-17,C7,Cocaine,10,uM,7.089,19.149,0.265,622.279,2.918,337.857,116,113.5,309,117.632,1.715,145.975,341.946,0.362,543.803,2.577,0.057,4.345,16.951
20140827,MW1007-100,D7,Cocaine,10,uM,6.594,20.66,0.357,540.987,3.024,318.359,94.5,87.5,224.5,93.402,1.263,98.404,704.371,0.303,358.68,1.428,0.03,5.3,13.833
20140827,MW1007-91,D7,Cocaine,10,uM,5.334,14.619,0.324,450.448,2.834,386.175,99,89,339.5,67.408,0.936,104.104,152.307,0.326,200.947,1.41,0.026,6.853,9.312
20140827,MW1007-98,D7,Cocaine,10,uM,5.803,12.662,0.269,360.241,2.36,205.24,86,65,249,65.423,0.806,96.172,244.917,0.277,193.899,0.995,0.019,5.227,11.88
20150819,MW1044-6,F1,Colchicine,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150819,MW1044-7,F2,Colchicine,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150819,MW1044-2,F8,Colchicine,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150401,MW1053-26,C7,Cotinine,10,uM,8.872,20.028,0.49,449.974,4.484,245.711,92,75.5,495,67.516,1.12,86.244,152.748,0.585,213.705,1.334,0.049,4.781,20.917
20150401,MW1053-31,C7,Cotinine,10,uM,7.394,23.015,0.421,532.975,3.664,260.06,80,61.5,281.5,60.253,1.111,82.62,177.996,0.491,169.032,0.813,0.023,5.804,10.408
20150401,MW1053-33,C7,Cotinine,10,uM,6.211,16.788,0.232,588.329,2.724,400.227,114.5,105,231,120.379,1.528,174.423,414.368,0.211,619.172,2.388,0.043,5.922,23.888
20150909,MW1047-29,E1,Cotinine,10,uM,20.16,41.566,0.418,467.497,4.999,189.443,118.5,101.5,1719.5,77.665,0.861,151.277,75.728,0.598,316.492,1.926,0.128,3.917,12.88
20150909,MW1047-30,E2,Cotinine,10,uM,13.639,30.077,0.605,461.056,5.738,194.323,112,95,1030.5,87.541,1.694,129.458,72.405,0.584,279.675,1.722,0.088,3.593,23.047
20150909,MW1047-22,E8,Cotinine,10,uM,10.146,22.584,0.552,358.492,4.042,409.173,91.5,79,822.5,71.954,0.755,152.792,188.756,0.384,299.6,1.646,0.069,5.157,21.349
20160601,MW1062-43,E1,Cyclophosphamid,10,uM,415.923,13.407,0.161,385.846,2.648,298.715,92.5,90,449,86.904,1.135,82.094,319.016,0.3,429.797,1.583,0.04,8.187,18.739
20160601,MW1062-44,E2,Cyclophosphamid,10,uM,419.933,14.806,0.214,344.236,2.812,243.162,84,78,257.5,82.361,1.183,74.841,259.502,0.172,370.231,1.259,0.028,2.668,13.462
20160601,MW1062-29,E8,Cyclophosphamid,10,uM,242.401,8.449,0.156,425.292,1.978,323.89,69.5,62.5,288.5,70.751,0.937,141.837,275.206,0.23,236.666,1.69,0.031,4.915,14.668
20141231,MW1045-02,B7,Cypermethrin,10,uM,1.925,1.672,0.191,119.515,1.32,271.456,35,11.5,32.5,40.25,0.445,30.976,493.345,0.123,81.5,0.218,0,6.539,11.663
20141231,MW1045-06,B7,Cypermethrin,10,uM,2.856,6.217,0.308,241.019,2.095,389.834,50.5,27,43,50.25,0.462,35.829,347.581,0.103,150.75,0.418,0.001,7.032,13.366
20141231,MW1045-09,B7,Cypermethrin,10,uM,2.381,4.824,0.273,221.794,1.637,358.214,46.5,17.5,37,39.562,0.548,22.556,300.745,0.157,76.75,0.205,0.001,11.235,19.916
20150909,MW1047-29,A1,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150909,MW1047-30,A2,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150909,MW1047-22,A8,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-25,D7,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-28,D7,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW1041-17,D7,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140827,MW1007-100,E7,Cytosine Arabinoside,10,uM,0.695,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.608,0.53
20140827,MW1007-91,E7,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140827,MW1007-98,E7,Cytosine Arabinoside,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-25,E7,DEHP,10,uM,3.103,7.126,0.305,419.237,2.137,520.061,81.5,62.5,148,106.075,0.953,165.278,442.673,0.161,234.865,1.409,0.005,6.712,15.046
20141112,MW 1041-28,E7,DEHP,10,uM,1.155,4.046,0.169,348.67,1.027,251.667,42.5,25,85,54.021,0.642,87.641,316.361,0.166,91.354,0.657,0,3.912,12.2
20141112,MW1041-17,E7,DEHP,10,uM,2.558,5.56,0.289,356.994,1.954,360.115,39,20.5,81,68.307,0.668,77.644,519.632,0.117,89.841,0.648,0,7.676,16.716
20140827,MW1007-100,F7,DEHP,10,uM,3.341,6.001,0.479,252.408,3.057,135.316,62,18,88.5,17.161,0.2,20.752,22.086,0.051,22.398,0.355,0.003,9.152,13.283
20140827,MW1007-91,F7,DEHP,10,uM,2.954,7.082,0.282,276.194,2.052,339.034,74.5,48,126,54.201,0.874,45.257,1115.574,0.264,111.978,0.47,0.004,6.084,12.325
20140827,MW1007-98,F7,DEHP,10,uM,5.764,10.266,0.306,309.093,2.165,166.61,79,56,299.5,40.383,0.472,53.842,47.67,0.2,69.728,0.524,0.009,5.421,13.332
20140827,MW1007-100,C7,Deltamethrin,10,uM,1.455,1.389,0.183,183.834,0.999,273.9,81.5,19,35,32.857,0.304,27.174,167.596,0.043,44.643,0.265,0,4.709,10.754
20140827,MW1007-91,C7,Deltamethrin,10,uM,1.467,0.622,0,0,0,0,27,0,17.5,29.643,0.331,24.713,298.5,0.108,40,0.184,0,6.519,10.167
20140827,MW1007-98,C7,Deltamethrin,10,uM,2.238,2.57,0.153,194.008,0.928,234.199,74,31.5,57.5,32.283,0.289,47.646,95.426,0.058,73.913,0.39,0.002,5.05,11.231
20141112,MW 1041-25,F7,Deltamethrin,10,uM,1.413,0.566,0.336,105.497,1.688,303.043,52.5,4,4.5,11,0.134,3.05,232.875,0.041,13.5,0.054,0,5.303,18.25
20141112,MW 1041-28,F7,Deltamethrin,10,uM,1.352,0.606,0.207,70.766,1.087,186.017,52.5,7.5,5,21.25,0.338,1.585,218.375,0.186,23.75,0.04,0,9.202,20.899
20141112,MW1041-17,F7,Deltamethrin,10,uM,1.628,1.345,0.353,196.479,2.24,132.868,44,4,1.5,15,0.15,1.023,0,0,18,0.053,0,6.047,13.888
20140924,MW1007-70,D7,Dexamethasone,10,uM,5.834,10.706,0.187,430.374,2.458,236.79,89.5,84.5,169,83.112,1.294,99.144,221.439,0.336,382.555,1.61,0.037,5.761,6.075
20140924,MW1007-81,D7,Dexamethasone,10,uM,8.855,14.702,0.601,473.819,5.079,334.818,96.5,91,186,84.532,1.256,110.473,253.133,0.311,565.455,1.781,0.051,7.07,10.732
20140924,MW1007-84,D7,Dexamethasone,10,uM,7.191,12.991,0.177,442.562,3.147,211.28,107,88,213,86.092,1.268,93.9,197.995,0.354,455.993,1.925,0.058,6.45,8.692
20140924,MW1007-70,E7,Diazepam,10,uM,9.687,6.35,0.243,325.475,2.166,334.725,83,59,196,66.899,0.722,119.467,257.087,0.192,159.829,1.073,0.011,7.016,11.344
20140924,MW1007-81,E7,Diazepam,10,uM,3.002,8.95,0.253,347.503,2.144,264.677,90,71,236,70.164,0.697,108.209,196.556,0.185,177.131,1.04,0.015,3.413,9.109
20140924,MW1007-84,E7,Diazepam,10,uM,4.503,9.548,0.207,287.15,1.802,277.615,91,73,368,73.061,0.694,135.693,145.963,0.193,193.993,1.281,0.023,8.126,9.89
20141029,MW1008-41,B7,Dieldrin,10,uM,5.349,11.686,0.118,320.451,2.119,97.194,62,53,155,58.219,1.114,53.549,91.196,0.184,228.71,1.022,0.025,4.295,9.491
20141029,MW1008-42,D7,Dieldrin,10,uM,8.825,19.497,0.272,589.124,2.956,296.218,74,62.5,197,72.958,1.242,84.812,1362.859,0.131,394.927,1.48,0.053,4.626,12.065
20141029,MW1008-41,F7,Dieldrin,10,uM,13.615,20.635,0.279,451.214,6.063,205.089,99,73,272,63.911,1.243,88.265,54.14,0.12,530.324,1.926,0.111,1.628,12.57
20150909,MW1047-29,B1,Diethylene glycol,10,uM,16.362,41.534,0.472,454.356,4.215,122.109,111.5,93,1677.5,70.065,0.73,166.495,47.053,0.357,205.796,1.417,0.086,4.689,15.036
20150909,MW1047-30,B2,Diethylene glycol,10,uM,19.432,50.556,0.423,548.719,4.602,136.268,121.5,106.5,1398.5,83.964,1.619,123.06,35.489,0.538,261.283,1.724,0.103,2.928,16.875
20150909,MW1047-22,B8,Diethylene glycol,10,uM,17.079,41.082,0.453,411.514,3.596,165.629,100,88.5,1530,74.842,0.789,166.053,153.576,0.322,250.812,1.781,0.106,3.179,20.23
20150401,MW1053-26,D7,Diethylstilbestrol,10,uM,3.558,10.645,0.316,417.571,3.58,229.504,55,44.5,165.5,51.06,1.066,68.294,267.556,0.365,133.957,0.673,0.015,4.515,15.9
20150401,MW1053-31,D7,Diethylstilbestrol,10,uM,2.994,7.045,0.403,245.229,2.624,293.137,44.5,27.5,96.5,34.287,0.494,43.532,167.962,0.207,82.62,0.348,0.005,6.513,14.531
20150401,MW1053-33,D7,Diethylstilbestrol,10,uM,10.918,29.389,0.515,429.849,4.569,213.352,93,78,1001.5,61.603,0.78,107.627,80.261,0.399,155.766,0.951,0.035,4.623,16.25
20140924,MW1007-70,F7,Diphenylhydantoin,10,uM,7.154,15.443,0.162,424.351,1.877,200.135,90.5,78,302.5,75.783,1.147,102.168,134.136,0.357,256.636,1.486,0.041,5.394,9.534
20140924,MW1007-81,F7,Diphenylhydantoin,10,uM,9.865,21.002,0.271,396.288,3.474,146.91,87,76,337.5,74.093,1.347,71.139,154.014,0.448,256.671,1.244,0.037,5.624,11.767
20140924,MW1007-84,F7,Diphenylhydantoin,10,uM,11.521,22.846,0.538,471.652,4.867,398.633,113.5,92.5,274,88.011,1.375,74.096,188.372,0.379,398.201,1.56,0.05,3.676,9.698
20141203,MW1042-42,C8,Domoic Acid,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141203,MW1042-43,C8,Domoic Acid,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141203,MW1042-44,C8,Domoic Acid,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-02,C7,Emamectin benzoate,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-06,C7,Emamectin benzoate,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-09,C7,Emamectin benzoate,10,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-02,D7,Fipronil,10,uM,5.783,14.224,0.144,467.46,1.994,185.333,86,79.5,208,86.604,1.294,132.839,169.209,0.269,507.047,1.992,0.054,2.672,9.609
20141231,MW1045-06,D7,Fipronil,10,uM,3.555,12.816,0.16,475.28,1.456,221.892,79.5,75.5,197,83.9,1.025,161.066,197.492,0.136,402.595,2.092,0.041,2.366,12.734
20141231,MW1045-09,D7,Fipronil,10,uM,7.828,14.677,0.148,449.338,2.592,181.332,87,76,195,83.338,1.41,116.771,171.558,0.22,533.302,1.745,0.056,7.341,12.203
20150909,MW1047-29,C1,Fluconazole,10,uM,17.572,43.603,0.441,432.518,4.097,299.933,112,102.5,2177,84.96,1.046,184.563,1509.53,0.38,227.103,1.726,0.103,3.25,13.379
